title,authors,average_rating,language_code,num_pages,ratings_count,publication_date,publisher,year
Dark Lover (Black Dagger Brotherhood  #1),J.R. Ward,4.2,eng,393,259511,9/6/2005,Penguin Group (USA),2005
Lover Awakened (Black Dagger Brotherhood  #3),J.R. Ward,4.45,eng,448,144906,9/5/2006,Signet,2006
All Things Wise and Wonderful,James Herriot,4.41,eng,448,22780,11/1/2004,St. Martin's Griffin,2004
CliffsNotes on Remarque's All Quiet on the Western Front,Susan Van Kirk,4.24,eng,112,12,12/20/2000,Cliffs Notes,2000
All Quiet on the Western Front,Erich Maria Remarque,3.97,en-GB,256,64,3/12/1987,Fawcett Crest,1987
The Nightingale's Song,Kathleen Eschenburg,3.88,eng,384,16,10/30/2001,HarperTorch,2001
Nightingale's Song,Kate Pennington,3.02,en-GB,219,40,10/19/2006,Hachette Children's,2006
Gai-Jin (Asian Saga  #3),James Clavell,3.86,eng,1236,10757,4/3/1994,Dell,1994
Whirlwind (Asian Saga  #6),James Clavell,3.82,eng,1231,5626,12/2/1999,Morrow,1999
Tai-Pan (Asian Saga  #2),James Clavell,4.27,eng,734,39315,9/1/2009,Dell,2009
Escape: The Love Story from Whirlwind,James Clavell,3.63,eng,584,276,7/1/1999,Hodder & Stoughton,1999
Alaska,James A. Michener,4.12,eng,868,9330,11/12/2002,Dial Press Trade Paperback,2002
The Drifters,James A. Michener,4.04,eng,768,6253,10/12/1986,Fawcett Books,1986
Sayonara,James A. Michener,3.81,eng,208,1848,9/12/1983,Fawcett,1983
The Bridge at Andau,James A. Michener,3.94,en-US,288,1135,9/12/1985,Fawcett,1985
Caribbean,James A. Michener,3.93,eng,672,4718,12/13/2005,Dial Press,2005
War and Remembrance (The Henry Family  #2),Herman Wouk,4.41,eng,1042,29555,2/5/2002,Back Bay Books,2002
Don't Stop the Carnival,Herman Wouk,3.93,eng,416,2700,5/15/1992,Back Bay Books,1992
The Hope (The Hope and the Glory  #1),Herman Wouk,4.15,eng,704,2336,6/3/2002,Back Bay Books,2002
Youngblood Hawke,Herman Wouk,4.04,en-US,783,1248,5/15/1992,Back Bay Books,1992
Aurora Dawn,Herman Wouk,3.47,en-US,288,213,4/15/1992,Back Bay Books,1992
The Curious Incident of the Dog in the Night-Time,Mark Haddon,3.88,eng,6,614,12/1/2006,Recorded Books,2006
A Long Way Gone: Memoirs of a Boy Soldier,Ishmael Beah,4.16,eng,229,147820,2/13/2007,Sarah Crichton Books,2007
Yellow Back Radio Broke-Down,Ishmael Reed,3.83,eng,177,496,5/1/2000,Dalkey Archive Press,2000
Anthem,Ayn Rand,3.63,eng,256,470,12/28/2004,NAL,2004
Sorrow's Anthem (Lincoln Perry  #2),Michael Koryta,3.89,eng,330,62,1/2/2007,St. Martin's Paperbacks,2007
White Fang,Jack London,3.98,eng,252,119589,1/1/2001,Scholastic Paperbacks,2001
The Call of the Wild  White Fang and Other Stories,Jack London,3.99,eng,400,18720,8/20/1998,Oxford University Press  USA,1998
White Fang,Kathleen Olmstead,4.24,en-US,160,713,3/28/2006,Sterling,2006
The Sea-Wolf and Selected Stories,Jack London,4.06,eng,352,781,5/4/2004,Signet Classics,2004
The Death of an Irish Sea Wolf (Peter McGarr  #12),Bartholomew Gill,3.74,eng,304,135,10/1/1997,Avon,1997
Jack London Illustrated: The Call of the Wild/White Fang/The Sea-Wolf/40 Short Stories,Jack London,4.26,eng,761,20,10/2/1993,Random House Value Publishing,1993
The Sea Wolf,Jack London,4.04,eng,425,19091,6/1/2005,Alan Rodgers Books,2005
Kilo Class (Admiral Arnold Morgan  #2),Patrick Robinson,4.05,eng,512,1738,3/3/1999,HarperPaperbacks,1999
Barracuda 945 (Admiral Arnold Morgan  #6),Patrick Robinson,3.97,eng,498,1119,6/29/2004,HarperTorch,2004
H.M.S. Unseen (Admiral Arnold Morgan  #3),Patrick Robinson,4.01,eng,544,2076,3/1/2000,HarperTorch,2000
Slider,Patrick Robinson,4.13,en-US,416,66,4/27/2004,It Books,2004
U.S.S. Seawolf (Admiral Arnold Morgan  #4),Patrick Robinson,3.96,eng,496,1581,5/1/2001,HarperTorch,2001
Menace Invisible (Admiral Arnold Morgan  #3),Patrick Robinson,4.01,fre,384,3,3/1/2000,Albin Michel,2000
True Blue: The Oxford Boat Race Mutiny,Daniel Topolski,4.24,en-US,320,69,2/23/1990,Bantam,1990
A Picture Book of Anne Frank,David A. Adler,4.18,en-US,32,217,1/1/1993,Holiday House,1993
Who Was Anne Frank?,Ann Abramson,4.26,eng,103,1953,1/18/2007,Penguin Workshop,2007
Enslaved by Ducks,Bob Tarte,3.44,eng,308,2263,10/1/2004,Algonquin Books,2004
Ice Castles,Leonore Fleischer,3.87,eng,220,161,3/12/1982,Fawcett,1982
Marching Powder: A True Story of Friendship  Cocaine  and South America's Strangest Jail,Rusty Young,4.26,eng,400,11121,5/1/2004,St. Martin's Griffin,2004
Marching Powder,Rusty Young,4.26,eng,371,906,7/1/2004,Pan MacMillan,2004
Nations and Nationalism since 1780: Programme  Myth  Reality,Eric Hobsbawm,3.9,eng,214,1175,10/30/1992,Cambridge University Press,1992
Interesting Times: A Twentieth-Century Life,Eric Hobsbawm,4.06,eng,448,374,5/16/2005,New Press,2005
Industry and Empire: The Birth of the Industrial Revolution,Eric Hobsbawm,3.92,eng,411,301,9/1/1999,The New Press,1999
The Communist Manifesto,Karl Marx,3.55,eng,88,309,5/1/1998,Verso,1998
On the Edge of the New Century,Eric Hobsbawm,3.71,eng,192,82,5/1/2001,New Press,2001
The Age of Extremes: The Short Twentieth Century  1914-1991,Eric Hobsbawm,4.25,eng,638,348,11/12/1995,Abacus,1995
Echoes of the Marseillaise: Two Centuries Look Back on the French Revolution,Eric Hobsbawm,3.52,eng,168,57,4/1/1990,Rutgers University Press,1990
Winter Is the Warmest Season,Lauren Stringer,3.9,eng,40,408,10/1/2006,Harcourt,2006
Winter (Four Seasons  #4),Núria Roca,3.82,eng,36,7,6/30/2004,Barron's Educational Series,2004
It's Winter,Linda Glaser,3.64,eng,32,88,9/1/2002,First Avenue Editions (Tm),2002
Winter Season: A Dancer's Journal,Toni Bentley,3.92,en-US,168,425,11/10/2003,University Press of Florida,2003
Twilight of the Idols/The Anti-Christ,Friedrich Nietzsche,4.16,en-GB,208,7149,1/25/1990,Penguin Classics,1990
Practical DV Filmmaking,Russell Evans,3.46,en-US,408,9,11/1/2005,Focal Press,2005
Diana Vreeland,Eleanor Dwight,4.24,eng,320,150,10/22/2002,Harper Design,2002
Inventive Paris clothes: 1909-1939 - a photographic essay,Diana Vreeland,3.67,eng,95,3,5/26/1978,Penguin Putnam,1978
Brown V. Board of Education: A Civil Rights Milestone and Its Troubled Legacy,James T. Patterson,3.85,eng,320,159,12/12/2002,Oxford University Press  USA,2002
Henry V,William Shakespeare,3.88,eng,121,433,9/1/1999,Penguin Classics,1999
Hegemony and Socialist Strategy: Towards a Radical Democratic Politics,Ernesto Laclau,3.89,eng,200,1063,5/17/2001,Verso,2001
On Populist Reason,Ernesto Laclau,4.04,eng,276,208,7/17/2005,Verso,2005
Contingency  Hegemony  Universality: Contemporary Dialogues on the Left,Judith Butler,3.92,eng,329,707,7/17/2000,Verso,2000
The Meaning of Life,Terry Eagleton,3.5,en-GB,187,755,5/1/2007,Oxford University Press  USA,2007
Sweet Violence: The Idea of the Tragic,Terry Eagleton,4.0,eng,348,85,9/27/2002,Wiley-Blackwell,2002
The English Novel: An Introduction,Terry Eagleton,3.77,eng,376,101,8/6/2004,Wiley-Blackwell,2004
MySQL Cookbook,Paul DuBois,4.0,en-US,980,126,12/4/2006,O'Reilly Media,2006
High Performance MySQL: Optimization  Backups  Replication & Load Balancing,Jeremy D. Zawodny,4.23,eng,304,403,4/18/2004,O'Reilly Media,2004
Not Without My Daughter,Betty Mahmoody,4.1,eng,528,19790,7/5/2004,Transworld Publishers Ltd,2004
Aman: The Story of a Somali Girl,Virginia Lee Barnes,3.77,eng,368,549,8/29/1995,Vintage,1995
Amanda's Story (The Girls of Lighthouse Lane #4),Thomas Kinkade,4.04,eng,208,4,3/14/2006,HarperCollins,2006
Lizabeth's Story (The Girls of Lighthouse Lane #3),Thomas Kinkade,3.96,eng,192,24,10/18/2005,HarperCollins,2005
Kids Are Worth It!: Giving Your Child the Gift of Inner Discipline,Barbara Coloroso,4.19,en-US,352,1215,8/20/2002,William Morrow Paperbacks,2002
Creating a Life Worth Living,Carol Lloyd,4.02,eng,336,353,8/2/1997,William Morrow Paperbacks,1997
Happy Endings: Finishing the Edges of Your Quilts,Mimi Dietrich,4.25,en-US,80,24,6/4/2013,That Patchwork Place,2013
Unspeakable Truths and Happy Endings: Human Cruelty and the New Trauma Therapy,Rebecca Coffey,4.25,en-US,226,12,4/1/2005,Sidran Press,2005
Year's Happy Ending,Betty Neels,3.97,eng,216,134,9/24/2001,Harlequin Readers' Choice,2001
Trail of Tears: The Rise and Fall of the Cherokee Nation,John Ehle,4.15,eng,424,3166,9/22/1997,Anchor Books,1997
The Trail of Tears,Joseph Bruchac,3.91,eng,48,170,9/21/1999,Random House Books for Young Readers,1999
Are You Afraid of the Dark?,Sidney Sheldon,3.66,eng,401,23924,7/1/2005,HarperCollins Publishers,2005
Nothing Lasts Forever,Sidney Sheldon,3.84,eng,384,26040,9/1/1995,Grand Central,1995
Rage of Angels,Sidney Sheldon,3.93,eng,512,30283,8/3/1999,HarperCollins Publishers,1999
He Sees You When You're Sleeping,Mary Higgins Clark,3.79,en-US,230,477,11/1/2002,Pocket Books,2002
My Gal Sunday,Mary Higgins Clark,3.57,en-US,206,5355,2/1/2003,Pocket Books,2003
We'll Meet Again,Mary Higgins Clark,3.85,eng,234,8892,2/2/2004,Pocket Books,2004
All Through the Night,Mary Higgins Clark,3.7,en-US,256,6332,10/1/1999,Pocket Books,1999
The Night Awakens: A Mystery Writers of America Anthology,Mary Higgins Clark,3.51,en-US,303,162,2/1/2000,Simon and Schuster,2000
Where Are the Children?,Mary Higgins Clark,4.02,eng,304,39738,7/1/2005,Pocket Books,2005
The Second Time Around,Mary Higgins Clark,3.75,eng,373,7472,4/1/2004,Pocket Books,2004
You Belong To Me,Mary Higgins Clark,3.87,en-US,384,20843,4/1/1999,Pocket Books,1999
Stowaway and Milk Run: Two Unabridged Stories From Mary Higgins Clark,Mary Higgins Clark,3.49,eng,0,64,12/1/1999,Simon & Schuster Audio,1999
The Christmas Thief (Regan Reilly Mysteries  #9),Mary Higgins Clark,3.61,eng,253,12,1/1/2004,Doubleday,2004
Kitchen Privileges: A Memoir,Mary Higgins Clark,3.84,eng,208,1756,11/19/2002,Simon & Schuster,2002
I'll Be Seeing You,Mary Higgins Clark,3.81,eng,307,14904,5/1/1994,Pocket Books,1994
Mount Vernon Love Story: A Novel of George and Martha Washington,Mary Higgins Clark,3.62,eng,254,3914,6/1/2003,Pocket Books,2003
Inventing the People: The Rise of Popular Sovereignty in England and America,Edmund S. Morgan,3.78,eng,320,106,9/17/1989,W. W. Norton  Company,1989
Benjamin Franklin,Edmund S. Morgan,3.87,eng,352,1476,8/11/2003,Yale University Press,2003
American Slavery  American Freedom,Edmund S. Morgan,4.11,eng,464,3008,10/17/2003,W. W. Norton  Company,2003
The Puritan Dilemma: The Story of John Winthrop,Edmund S. Morgan,3.41,eng,210,551,10/1/2006,Pearson,2006
Thomas Jefferson: Author of America,Christopher Hitchens,3.91,eng,188,2319,5/31/2005,Atlas Books/HarperCollins Publishers,2005
No One Left to Lie to: The Values of the Worst Family,Christopher Hitchens,3.86,eng,150,1433,7/17/2000,Verso,2000
The Missionary Position: Mother Teresa in Theory and Practice,Christopher Hitchens,4.06,eng,98,7240,4/17/1997,Verso,1997
Unacknowledged Legislation: Writers in the Public Sphere,Christopher Hitchens,4.01,eng,430,211,1/1/2002,Verso,2002
For the Sake of Argument: Essays and Minority Reports,Christopher Hitchens,4.16,en-GB,368,221,9/17/1994,Verso,1994
The Trial of Henry Kissinger,Christopher Hitchens,3.96,eng,161,2614,6/17/2002,Verso,2002
A Long Short War: The Postponed Liberation of Iraq,Christopher Hitchens,3.75,en-US,112,371,6/3/2003,Plume,2003
Blaming the Victims: Spurious Scholarship and the Palestinian Question,Edward W. Said,4.22,eng,296,166,9/17/2001,Verso,2001
Unacknowledged Legislation: Writers in the Public Sphere,Christopher Hitchens,4.01,en-US,432,24,3/17/2001,Verso,2001
1968: War and Democracy,Eugene J. McCarthy,4.5,eng,246,2,9/23/2000,Lone Oak Press,2000
Orwell in Spain: The Full Text of Homage to Catalonia  with Associated Articles  Reviews and Letters from the Complete Works of George Orwell,George Orwell,4.14,eng,416,211,5/3/2001,Penguin Classics,2001
Prepared for the Worst: Selected Essays and Minority Reports,Christopher Hitchens,4.02,eng,365,164,11/1/1988,Hill & Wang Publ. (NY),1988
Hons and Rebels,Jessica Mitford,4.13,eng,284,2999,9/30/2004,NYRB Classics,2004
Alles ist erleuchtet,Jonathan Safran Foer,3.9,ger,384,39,2/20/2003,Kiepenheuer & Witsch,2003
How to Be Lost,Amanda Eyre Ward,3.54,en-US,290,6176,8/30/2005,Ballantine Books,2005
The Complete Stories of Theodore Sturgeon  Volume 7: A Saucer of Loneliness,Theodore Sturgeon,4.42,eng,400,141,9/5/2002,North Atlantic Books,2002
Surviving Justice: America's Wrongfully Convicted and Exonerated,Scott Turow,4.29,eng,489,264,11/4/2005,McSweeney's,2005
McSweeney's #14,Dave Eggers,3.73,eng,306,334,9/27/2004,McSweeney's,2004
The Best of McSweeney's  Vol. 2,Dave Eggers,3.81,en-US,384,68,8/25/2005,Hamish hamilton,2005
Une oeuvre déchirante d'un génie renversant,Dave Eggers,3.68,fre,536,4,4/10/2003,J'ai lu,2003
The Tenants of Moonbloom,Edward Lewis Wallant,3.88,en-US,264,520,11/30/2003,NYRB Classics,2003
McSweeney's #18,Dave Eggers,3.72,eng,200,407,12/8/2005,McSweeney's,2005
McSweeney's #19,Dave Eggers,3.8,en-GB,250,305,4/10/2006,McSweeney's,2006
McSweeney's #11,Dave Eggers,3.94,eng,293,171,7/1/2003,McSweeney's,2003
Forty Stories,Donald Barthelme,4.2,eng,246,2496,4/7/2005,Penguin Books,2005
A Tramp Abroad,Mark Twain,3.86,eng,400,26,10/14/2003,Modern Library,2003
Flores en el ático,V.C. Andrews,3.81,spa,480,1399,8/30/2005,DeBolsillo,2005
Black Cat (Gemini  #2),V.C. Andrews,3.76,eng,375,23,10/5/2004,Pocket Books,2004
Shooting Stars (Shooting Stars  #1-4),V.C. Andrews,3.94,en-US,656,1231,12/1/2002,Pocket Books,2002
Scattered Leaves (Early Spring  #2),V.C. Andrews,3.78,en-US,416,1481,2/27/2007,Pocket Star,2007
Rose (Shooting Stars  #3),V.C. Andrews,3.72,eng,185,2352,9/1/2001,Pocket Books,2001
Ice (Shooting Stars  #2),V.C. Andrews,3.75,en-US,208,2455,7/31/2001,Pocket Books,2001
Into the Woods (De Beers  #4),V.C. Andrews,3.87,eng,464,2395,1/1/2003,Pocket Books,2003
Ruby (Landry  #1),V.C. Andrews,3.93,eng,402,17,12/1/1994,Wheeler Publishing,1994
Criss Cross,Lynne Rae Perkins,3.34,en-US,337,7752,8/30/2005,Greenwillow Books,2005
The Criss Cross,Crystal Lacey Winslow,4.2,en-US,360,110,8/1/2004,Melodrama Publishing,2004
Honey (Shooting Stars  #4),V.C. Andrews,3.74,eng,180,2447,10/2/2001,Pocket Books,2001
Raven (Orphans  #4),V.C. Andrews,3.71,eng,192,4678,1/27/1999,Pocket Books,1999
Fulgor oculto (Landry  #3),V.C. Andrews,3.89,spa,400,5,1/22/2002,Plaza y Janes,2002
Hidden Leaves (De Beers  #5),V.C. Andrews,3.87,en-US,288,2023,3/1/2003,Pocket Star,2003
Music in the Night (Logan  #4),V.C. Andrews,3.85,eng,320,5554,3/1/1998,Pocket Books,1998
Runaways (Orphans  #5),V.C. Andrews,3.77,eng,342,5121,11/1/1998,Pocket Books,1998
Child of Darkness (Gemini  #3),V.C. Andrews,3.81,eng,400,19,3/15/2005,Gallery Books,2005
Die Flucht der Waisen (Die Orphan-Saga  #5),V.C. Andrews,3.77,ger,349,2,3/1/2002,Goldmann,2002
Dornen des Glücks (Das Erbe von Foxworth Hall  #3),V.C. Andrews,3.77,ger,412,5,9/1/2002,Goldmann,2002
Harry Potter and the Philosopher's Stone (Harry Potter  #1),J.K. Rowling,4.47,gla,250,11,7/1/2010,Bloomsbury USA Childrens,2010
Harry Potter and the Goblet of Fire (Harry Potter  #4),J.K. Rowling,4.56,eng,636,18754,7/8/2000,Bloomsbury,2000
Sun-Kissed (The Au Pairs #3),Melissa de la Cruz,3.86,eng,306,2720,5/23/2006,Simon & Schuster,2006
Crazy Hot (The Au Pairs  #4),Melissa de la Cruz,3.94,eng,271,2501,5/8/2007,Simon & Schuster,2007
The Au Pairs (The Au Pairs #1),Melissa de la Cruz,3.65,eng,294,6140,5/31/2005,Simon & Schuster Books for Young Readers,2005
Wooden: A Lifetime of Observations and Reflections On and Off the Court,John Wooden,4.45,eng,201,3429,4/22/1997,McGraw-Hill,1997
The Strange Case of Dr. Jekyll and Mr. Hyde and Other Stories,Robert Louis Stevenson,4.01,eng,320,857,10/1/2003,Barnes  Noble Classics,2003
The Once and Future King (The Once and Future King  #1-4),T.H. White,4.07,eng,639,85082,6/15/1987,Ace,1987
Rose of No Man's Land,Michelle Tea,3.52,eng,320,1484,2/5/2007,Mariner Books,2007
The Roses of No Man's Land,Lyn Macdonald,4.26,eng,320,293,9/7/1993,Penguin UK,1993
The Quitter,Harvey Pekar,3.6,en-US,104,1318,9/6/2006,Vertigo,2006
The Best American Comics 2006,Harvey Pekar,3.87,eng,293,1502,10/1/2006,Houghton Mifflin,2006
The New American Splendor Anthology: From Off the Streets of Cleveland,Harvey Pekar,4.21,eng,300,577,1/22/1993,Running Press Adult,1993
American Splendor: Another Day,Harvey Pekar,3.71,en-US,136,349,4/7/2007,Vertigo,2007
Face Off: How to Draw Amazing Caricatures & Comic Portraits,Harry Hamernik,4.02,eng,127,67,9/27/2006,Impact,2006
David Boring,Daniel Clowes,3.81,spa,128,71,5/25/2005,Public Square Books,2005
Lout Rampage!,Daniel Clowes,4.1,eng,96,177,11/1/1992,Fantagraphics Books,1992
The Campfire Collection: Spine-tingling Tales to Tell in the Dark,Eric B. Martin,3.22,en-US,176,50,3/1/2000,Chronicle Books,2000
The People of Paper,Salvador Plascencia,4.09,eng,256,4154,11/13/2006,Mariner Books,2006
The Gunslinger's Bride (Montana Mavericks: Historicals #1),Cheryl St. John,3.68,eng,304,137,8/24/2001,Harlequin Historical,2001
Two Brothers: The Lawman / The Gunslinger (Two Brothers  #1-2),Linda Lael Miller,4.04,eng,393,823,1/1/2001,Pocket Books,2001
The Gunslinger (Two Brothers  #2),Linda Lael Miller,4.22,eng,179,78,1/1/1999,Wheeler Publishing,1999
The Gunslinger,Mary McBride,4.1,eng,304,17,12/23/1994,Harlequin Historical,1994
Gunslinger and Nine Other Action-Packed Stories of the Wild West,Ed Gorman,4.25,eng,131,4,3/1/1995,Barricade Books,1995
Leadership and the One Minute Manager: Increasing Effectiveness Through Situational Leadership,Kenneth H. Blanchard,3.97,en-US,111,2592,10/20/1999,William Morrow & Company,1999
Atlantic Shift,Emily Barr,3.31,eng,406,138,3/14/2005,Headline Review,2005
Water for Elephants,Sara Gruen,4.09,eng,335,1260027,5/1/2007,Algonquin Books,2007
Something Borrowed,Rebecca Hagan Lee,4.14,eng,282,38,2/1/1995,Diamond/Charter,1995
Double-Cross (Athena Force #4),Meredith Fletcher,3.72,eng,304,38,9/24/2004,Silhouette Bombshell,2004
McNally's Alibi (Archy McNally Novels),Vincent Lardo,3.9,eng,304,221,8/5/2003,Berkley,2003
McNally's Puzzle (Archy McNally  #6),Lawrence Sanders,3.85,eng,343,1569,2/1/1997,Berkley,1997
McNally's Caper (Archy McNally  #4),Lawrence Sanders,3.9,eng,352,1604,1/1/1995,Berkley,1995
The First Deadly Sin (Deadly Sins  #2),Lawrence Sanders,4.04,eng,628,5817,4/15/1987,Berkley,1987
First Deadly Sin,Lawrence Sanders,4.04,eng,17,2,7/1/1989,Random House Audio,1989
The Anderson Tapes (Deadly Sins #1),Lawrence Sanders,3.68,eng,336,1275,3/15/1987,Berkley,1987
A Garden Of Vipers (Carson Ryder  #3),Jack Kerley,3.96,en-US,400,562,2/6/2007,Onyx,2007
The Death Collectors (Carson Ryder  #2),Jack Kerley,3.94,eng,400,1088,5/2/2006,Signet,2006
The Master,Colm Tóibín,3.83,eng,339,7299,5/3/2005,Scribner,2005
The South,Colm Tóibín,3.6,eng,240,807,10/1/1992,Penguin Books,1992
The Blackwater Lightship,Colm Tóibín,3.87,eng,288,4421,6/5/2005,Scribner,2005
The Sign of the Cross: Travels in Catholic Europe,Colm Tóibín,3.8,eng,243,23,5/4/2001,Picador USA,2001
Through the Arc of the Rain Forest,Karen Tei Yamashita,3.9,eng,212,127,7/1/1990,Coffee House Press,1990
Tropic of Orange,Karen Tei Yamashita,3.55,eng,268,1749,9/1/1997,Coffee House Press,1997
Structure and Interpretation of Computer Programs (MIT Electrical Engineering and Computer Science),Harold Abelson,4.45,en-US,657,3654,7/25/1996,MIT Press,1996
Crooked Little Vein,Warren Ellis,3.82,en-US,288,7811,7/24/2007,William Morrow,2007
Fell,Warren Ellis,4.16,eng,128,6740,6/5/2007,Image Comics,2007
Hellblazer: Setting Sun,Warren Ellis,4.2,en-GB,96,2583,10/1/2004,Vertigo,2004
NextWave: Agents of H.A.T.E.  Vol. 1: This is What They Want,Warren Ellis,4.16,eng,144,4119,9/13/2006,Marvel Comics Group,2006
Desolation Jones: Made in England,Warren Ellis,3.93,eng,144,1767,10/4/2006,Wildstorm,2006
Iron Man: Extremis,Warren Ellis,4.09,eng,160,10792,2/14/2007,Marvel,2007
The Authority  Vol. 2: Under New Management,Warren Ellis,4.15,eng,200,4146,11/1/2000,Wildstorm,2000
Azumanga Daioh  Vol. 3 (Azumanga Daioh  #3),Kiyohiko Azuma,4.38,eng,166,2144,2/17/2004,ADV Manga,2004
The Queen of the Damned (The Vampire Chronicles  #3),Anne Rice,3.89,eng,448,121794,11/29/1997,Ballantine Books,1997
La regina dei dannati,Anne Rice,3.89,ita,507,333,2/1/1997,TEA,1997
Interview with the Vampire (The Vampire Chronicles  #1),Anne Rice,3.99,eng,342,433413,8/31/2004,Ballantine Books,2004
Cántico de sangre (Crónicas Vampíricas  #10),Anne Rice,3.72,spa,416,143,7/1/2006,Ediciones B,2006
Vampire Chronicles: Interview with the Vampire  The Vampire Lestat  The Queen of the Damned (Anne Rice),Anne Rice,4.27,eng,9,10350,11/17/1992,Random House Audio,1992
Merrick (The Vampire Chronicles #7),Anne Rice,3.73,eng,370,35529,10/2/2001,Ballantine Books,2001
La reina de los condenados (Crónicas Vampíricas  #3),Anne Rice,3.89,spa,725,287,1/1/2007,Byblos,2007
The Vampire Companion,Katherine Ramsland,3.94,en-US,608,4829,8/1/1995,Ballantine Books,1995
The Feast of All Saints,Anne Rice,3.85,en-US,570,16178,1/28/1992,Ballantine Books,1992
Exit to Eden,Anne Rampling,3.58,eng,336,12646,4/24/1998,Severn House Publishers,1998
